M [ 0 , <decl-spec> ] = GOTO 1
M [ 254 , short ] = REDUCE <blk-item-list> -> <blk-item-list> <blk-item> 
M [ 254 , signed ] = REDUCE <blk-item-list> -> <blk-item-list> <blk-item> 
M [ 254 , sizeof ] = REDUCE <blk-item-list> -> <blk-item-list> <blk-item> 
M [ 254 , struct ] = REDUCE <blk-item-list> -> <blk-item-list> <blk-item> 
M [ 254 , switch ] = REDUCE <blk-item-list> -> <blk-item-list> <blk-item> 
M [ 254 , typedef ] = REDUCE <blk-item-list> -> <blk-item-list> <blk-item> 
M [ 254 , unsigned ] = REDUCE <blk-item-list> -> <blk-item-list> <blk-item> 
M [ 254 , void ] = REDUCE <blk-item-list> -> <blk-item-list> <blk-item> 
M [ 254 , while ] = REDUCE <blk-item-list> -> <blk-item-list> <blk-item> 
M [ 255 , (EOF) ] = REDUCE <comp-stmt> -> DELIM_LCURBRACE <blk-item-list> DELIM_RCURBRACE 
M [ 255 , char ] = REDUCE <comp-stmt> -> DELIM_LCURBRACE <blk-item-list> DELIM_RCURBRACE 
M [ 255 , const ] = REDUCE <comp-stmt> -> DELIM_LCURBRACE <blk-item-list> DELIM_RCURBRACE 
M [ 255 , double ] = REDUCE <comp-stmt> -> DELIM_LCURBRACE <blk-item-list> DELIM_RCURBRACE 
M [ 255 , enum ] = REDUCE <comp-stmt> -> DELIM_LCURBRACE <blk-item-list> DELIM_RCURBRACE 
M [ 255 , float ] = REDUCE <comp-stmt> -> DELIM_LCURBRACE <blk-item-list> DELIM_RCURBRACE 
M [ 255 , int ] = REDUCE <comp-stmt> -> DELIM_LCURBRACE <blk-item-list> DELIM_RCURBRACE 
M [ 255 , long ] = REDUCE <comp-stmt> -> DELIM_LCURBRACE <blk-item-list> DELIM_RCURBRACE 
M [ 255 , short ] = REDUCE <comp-stmt> -> DELIM_LCURBRACE <blk-item-list> DELIM_RCURBRACE 
M [ 255 , signed ] = REDUCE <comp-stmt> -> DELIM_LCURBRACE <blk-item-list> DELIM_RCURBRACE 
M [ 255 , struct ] = REDUCE <comp-stmt> -> DELIM_LCURBRACE <blk-item-list> DELIM_RCURBRACE 
M [ 255 , typedef ] = REDUCE <comp-stmt> -> DELIM_LCURBRACE <blk-item-list> DELIM_RCURBRACE 
M [ 255 , unsigned ] = REDUCE <comp-stmt> -> DELIM_LCURBRACE <blk-item-list> DELIM_RCURBRACE 
M [ 255 , void ] = REDUCE <comp-stmt> -> DELIM_LCURBRACE <blk-item-list> DELIM_RCURBRACE 
M [ 256 , DELIM_COMMA ] = SHIFT 50
M [ 256 , DELIM_SEMICOLON ] = SHIFT 572
M [ 257 , CHAR_CONST ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , DELIM_LCURBRACE ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , DELIM_LPAR ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , DELIM_RCURBRACE ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , DELIM_SEMICOLON ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , FLOAT_CONST ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , IDENTIFIER ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , INT_CONST ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , OP_ADD ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , OP_AND ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , OP_DEC ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , OP_INC ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , OP_LNOT ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , OP_MUL ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , OP_NOT ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , OP_SUB ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , STR_LITERAL ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , break ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , case ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , char ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , const ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , continue ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , default ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , do ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , double ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , enum ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , float ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , for ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , goto ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , if ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , int ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , long ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , return ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , short ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , signed ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , sizeof ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , struct ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , switch ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , typedef ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , unsigned ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , void ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 257 , while ] = REDUCE <decl> -> <decl-spec> DELIM_SEMICOLON 
M [ 258 , <additive-expr> ] = GOTO 96
M [ 258 , <cast-expr> ] = GOTO 101
M [ 258 , <constant> ] = GOTO 554
M [ 258 , <multiplicative-expr> ] = GOTO 117
M [ 258 , <num-const> ] = GOTO 556
M [ 258 , <postfix-expr> ] = GOTO 557
M [ 258 , <prim-expr> ] = GOTO 558
M [ 258 , <rel-expr> ] = GOTO 573
M [ 258 , <shift-expr> ] = GOTO 123
M [ 258 , <unary-expr> ] = GOTO 559
M [ 258 , <unary-op> ] = GOTO 560
M [ 258 , CHAR_CONST ] = SHIFT 561
M [ 258 , DELIM_LPAR ] = SHIFT 562
M [ 258 , FLOAT_CONST ] = SHIFT 563
M [ 258 , IDENTIFIER ] = SHIFT 564
M [ 258 , INT_CONST ] = SHIFT 565
M [ 258 , OP_ADD ] = SHIFT 135
M [ 258 , OP_AND ] = SHIFT 136
M [ 258 , OP_DEC ] = SHIFT 566
M [ 258 , OP_INC ] = SHIFT 567
M [ 258 , OP_LNOT ] = SHIFT 139
M [ 258 , OP_MUL ] = SHIFT 140
M [ 258 , OP_NOT ] = SHIFT 141
M [ 258 , OP_SUB ] = SHIFT 142
M [ 258 , STR_LITERAL ] = SHIFT 568
M [ 258 , sizeof ] = SHIFT 569
M [ 259 , <additive-expr> ] = GOTO 96
M [ 259 , <cast-expr> ] = GOTO 101
M [ 259 , <constant> ] = GOTO 554
M [ 259 , <multiplicative-expr> ] = GOTO 117
M [ 259 , <num-const> ] = GOTO 556
M [ 259 , <postfix-expr> ] = GOTO 557
M [ 259 , <prim-expr> ] = GOTO 558
M [ 259 , <rel-expr> ] = GOTO 574
M [ 259 , <shift-expr> ] = GOTO 123
M [ 259 , <unary-expr> ] = GOTO 559
M [ 259 , <unary-op> ] = GOTO 560
M [ 259 , CHAR_CONST ] = SHIFT 561
M [ 259 , DELIM_LPAR ] = SHIFT 562
M [ 259 , FLOAT_CONST ] = SHIFT 563
M [ 259 , IDENTIFIER ] = SHIFT 564
M [ 259 , INT_CONST ] = SHIFT 565
M [ 259 , OP_ADD ] = SHIFT 135
M [ 259 , OP_AND ] = SHIFT 136
M [ 259 , OP_DEC ] = SHIFT 566
M [ 259 , OP_INC ] = SHIFT 567
M [ 259 , OP_LNOT ] = SHIFT 139
M [ 259 , OP_MUL ] = SHIFT 140
M [ 259 , OP_NOT ] = SHIFT 141
M [ 259 , OP_SUB ] = SHIFT 142
M [ 259 , STR_LITERAL ] = SHIFT 568
M [ 259 , sizeof ] = SHIFT 569
M [ 260 , <additive-expr> ] = GOTO 96
M [ 260 , <and-expr> ] = GOTO 575
M [ 260 , <cast-expr> ] = GOTO 101
M [ 260 , <constant> ] = GOTO 554
M [ 260 , <eq-expr> ] = GOTO 107
M [ 260 , <multiplicative-expr> ] = GOTO 117
M [ 260 , <num-const> ] = GOTO 556
M [ 260 , <postfix-expr> ] = GOTO 557
M [ 260 , <prim-expr> ] = GOTO 558
M [ 260 , <rel-expr> ] = GOTO 121
M [ 260 , <shift-expr> ] = GOTO 123
M [ 260 , <unary-expr> ] = GOTO 559
M [ 260 , <unary-op> ] = GOTO 560
M [ 260 , CHAR_CONST ] = SHIFT 561
M [ 260 , DELIM_LPAR ] = SHIFT 562
M [ 260 , FLOAT_CONST ] = SHIFT 563
M [ 260 , IDENTIFIER ] = SHIFT 564
M [ 260 , INT_CONST ] = SHIFT 565
M [ 260 , OP_ADD ] = SHIFT 135
M [ 260 , OP_AND ] = SHIFT 136
M [ 260 , OP_DEC ] = SHIFT 566
M [ 260 , OP_INC ] = SHIFT 567
M [ 260 , OP_LNOT ] = SHIFT 139
M [ 260 , OP_MUL ] = SHIFT 140
M [ 260 , OP_NOT ] = SHIFT 141
M [ 260 , OP_SUB ] = SHIFT 142
M [ 260 , STR_LITERAL ] = SHIFT 568
M [ 260 , sizeof ] = SHIFT 569
M [ 261 , <additive-expr> ] = GOTO 96
M [ 261 , <and-expr> ] = GOTO 97
M [ 261 , <asn-expr> ] = GOTO 576
M [ 261 , <cast-expr> ] = GOTO 101
M [ 261 , <cond-expr> ] = GOTO 103
M [ 261 , <constant> ] = GOTO 104
M [ 261 , <eq-expr> ] = GOTO 107
M [ 261 , <exc-or-expr> ] = GOTO 108
M [ 261 , <inc-or-expr> ] = GOTO 111
M [ 261 , <land-expr> ] = GOTO 115
M [ 261 , <lor-expr> ] = GOTO 116
M [ 261 , <multiplicative-expr> ] = GOTO 117
M [ 261 , <num-const> ] = GOTO 118
M [ 261 , <postfix-expr> ] = GOTO 119
M [ 261 , <prim-expr> ] = GOTO 120
M [ 261 , <rel-expr> ] = GOTO 121
M [ 261 , <shift-expr> ] = GOTO 123
M [ 261 , <unary-expr> ] = GOTO 125
M [ 261 , <unary-op> ] = GOTO 126
M [ 261 , CHAR_CONST ] = SHIFT 127
M [ 261 , DELIM_LPAR ] = SHIFT 129
M [ 261 , FLOAT_CONST ] = SHIFT 132
M [ 261 , IDENTIFIER ] = SHIFT 159
M [ 261 , INT_CONST ] = SHIFT 134
M [ 261 , OP_ADD ] = SHIFT 135
M [ 261 , OP_AND ] = SHIFT 136
M [ 261 , OP_DEC ] = SHIFT 137
M [ 261 , OP_INC ] = SHIFT 138
M [ 261 , OP_LNOT ] = SHIFT 139
M [ 261 , OP_MUL ] = SHIFT 140
M [ 261 , OP_NOT ] = SHIFT 141
M [ 261 , OP_SUB ] = SHIFT 142
M [ 261 , STR_LITERAL ] = SHIFT 143
M [ 261 , sizeof ] = SHIFT 153
M [ 262 , CHAR_CONST ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , DELIM_LCURBRACE ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , DELIM_LPAR ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , DELIM_RCURBRACE ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , DELIM_SEMICOLON ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , FLOAT_CONST ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , IDENTIFIER ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , INT_CONST ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , OP_ADD ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , OP_AND ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , OP_DEC ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , OP_INC ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , OP_LNOT ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , OP_MUL ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , OP_NOT ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , OP_SUB ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , STR_LITERAL ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , break ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , case ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , char ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , const ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , continue ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , default ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , do ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , double ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , enum ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , float ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , for ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , goto ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , if ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , int ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , long ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , return ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , short ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , signed ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , sizeof ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , struct ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , switch ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , typedef ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , unsigned ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , void ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 262 , while ] = REDUCE <expr-stmt> -> <expr> DELIM_SEMICOLON 
M [ 263 , <additive-expr> ] = GOTO 96
M [ 263 , <and-expr> ] = GOTO 97
M [ 263 , <cast-expr> ] = GOTO 101
M [ 263 , <constant> ] = GOTO 554
M [ 263 , <eq-expr> ] = GOTO 107
M [ 263 , <exc-or-expr> ] = GOTO 577
M [ 263 , <multiplicative-expr> ] = GOTO 117
M [ 263 , <num-const> ] = GOTO 556
M [ 263 , <postfix-expr> ] = GOTO 557
M [ 263 , <prim-expr> ] = GOTO 558
M [ 263 , <rel-expr> ] = GOTO 121
M [ 263 , <shift-expr> ] = GOTO 123
M [ 263 , <unary-expr> ] = GOTO 559
M [ 263 , <unary-op> ] = GOTO 560
M [ 263 , CHAR_CONST ] = SHIFT 561
M [ 263 , DELIM_LPAR ] = SHIFT 562
M [ 263 , FLOAT_CONST ] = SHIFT 563
M [ 263 , IDENTIFIER ] = SHIFT 564
M [ 263 , INT_CONST ] = SHIFT 565
M [ 263 , OP_ADD ] = SHIFT 135
M [ 263 , OP_AND ] = SHIFT 136
M [ 263 , OP_DEC ] = SHIFT 566
M [ 263 , OP_INC ] = SHIFT 567
M [ 263 , OP_LNOT ] = SHIFT 139
M [ 263 , OP_MUL ] = SHIFT 140
M [ 263 , OP_NOT ] = SHIFT 141
M [ 263 , OP_SUB ] = SHIFT 142
M [ 263 , STR_LITERAL ] = SHIFT 568
M [ 263 , sizeof ] = SHIFT 569
M [ 264 , <additive-expr> ] = GOTO 96
M [ 264 , <and-expr> ] = GOTO 97
M [ 264 , <cast-expr> ] = GOTO 101
M [ 264 , <constant> ] = GOTO 554
M [ 264 , <eq-expr> ] = GOTO 107
M [ 264 , <exc-or-expr> ] = GOTO 108
M [ 264 , <inc-or-expr> ] = GOTO 578
M [ 264 , <multiplicative-expr> ] = GOTO 117
M [ 264 , <num-const> ] = GOTO 556
M [ 264 , <postfix-expr> ] = GOTO 557
M [ 264 , <prim-expr> ] = GOTO 558
M [ 264 , <rel-expr> ] = GOTO 121
M [ 264 , <shift-expr> ] = GOTO 123
M [ 264 , <unary-expr> ] = GOTO 559
M [ 264 , <unary-op> ] = GOTO 560
M [ 264 , CHAR_CONST ] = SHIFT 561
M [ 264 , DELIM_LPAR ] = SHIFT 562
M [ 264 , FLOAT_CONST ] = SHIFT 563
M [ 264 , IDENTIFIER ] = SHIFT 564
M [ 264 , INT_CONST ] = SHIFT 565
M [ 264 , OP_ADD ] = SHIFT 135
M [ 264 , OP_AND ] = SHIFT 136
M [ 264 , OP_DEC ] = SHIFT 566
M [ 264 , OP_INC ] = SHIFT 567
M [ 264 , OP_LNOT ] = SHIFT 139
M [ 264 , OP_MUL ] = SHIFT 140
M [ 264 , OP_NOT ] = SHIFT 141
M [ 264 , OP_SUB ] = SHIFT 142
M [ 264 , STR_LITERAL ] = SHIFT 568
M [ 264 , sizeof ] = SHIFT 569
M [ 265 , <additive-expr> ] = GOTO 579
M [ 265 , <and-expr> ] = GOTO 580
M [ 265 , <asn-expr> ] = GOTO 581
M [ 265 , <cast-expr> ] = GOTO 582
M [ 265 , <cond-expr> ] = GOTO 583
M [ 265 , <constant> ] = GOTO 584
M [ 265 , <eq-expr> ] = GOTO 585
M [ 265 , <exc-or-expr> ] = GOTO 586
M [ 265 , <expr> ] = GOTO 587
M [ 265 , <inc-or-expr> ] = GOTO 588
M [ 265 , <land-expr> ] = GOTO 589
M [ 265 , <lor-expr> ] = GOTO 590
M [ 265 , <multiplicative-expr> ] = GOTO 591
M [ 265 , <num-const> ] = GOTO 592
M [ 265 , <postfix-expr> ] = GOTO 593
M [ 265 , <prim-expr> ] = GOTO 594
M [ 265 , <rel-expr> ] = GOTO 595
M [ 265 , <shift-expr> ] = GOTO 596
M [ 265 , <unary-expr> ] = GOTO 597
M [ 265 , <unary-op> ] = GOTO 598
M [ 265 , CHAR_CONST ] = SHIFT 599
M [ 265 , DELIM_LPAR ] = SHIFT 600
M [ 265 , FLOAT_CONST ] = SHIFT 601
M [ 265 , IDENTIFIER ] = SHIFT 602
M [ 265 , INT_CONST ] = SHIFT 603
M [ 265 , OP_ADD ] = SHIFT 135
M [ 265 , OP_AND ] = SHIFT 136
M [ 265 , OP_DEC ] = SHIFT 604
M [ 265 , OP_INC ] = SHIFT 605
M [ 265 , OP_LNOT ] = SHIFT 139
M [ 265 , OP_MUL ] = SHIFT 140
M [ 265 , OP_NOT ] = SHIFT 141
M [ 265 , OP_SUB ] = SHIFT 142
M [ 265 , STR_LITERAL ] = SHIFT 606
M [ 265 , sizeof ] = SHIFT 607
M [ 266 , <additive-expr> ] = GOTO 96
M [ 266 , <and-expr> ] = GOTO 97
M [ 266 , <cast-expr> ] = GOTO 101
M [ 266 , <constant> ] = GOTO 554
M [ 266 , <eq-expr> ] = GOTO 107
M [ 266 , <exc-or-expr> ] = GOTO 108
M [ 266 , <inc-or-expr> ] = GOTO 111
M [ 266 , <land-expr> ] = GOTO 608
M [ 266 , <multiplicative-expr> ] = GOTO 117
M [ 266 , <num-const> ] = GOTO 556
M [ 266 , <postfix-expr> ] = GOTO 557
M [ 266 , <prim-expr> ] = GOTO 558
M [ 266 , <rel-expr> ] = GOTO 121
M [ 266 , <shift-expr> ] = GOTO 123
M [ 266 , <unary-expr> ] = GOTO 559
M [ 266 , <unary-op> ] = GOTO 560
M [ 266 , CHAR_CONST ] = SHIFT 561
M [ 266 , DELIM_LPAR ] = SHIFT 562
M [ 266 , FLOAT_CONST ] = SHIFT 563
M [ 266 , IDENTIFIER ] = SHIFT 564
M [ 266 , INT_CONST ] = SHIFT 565
M [ 266 , OP_ADD ] = SHIFT 135
M [ 266 , OP_AND ] = SHIFT 136
M [ 266 , OP_DEC ] = SHIFT 566
M [ 266 , OP_INC ] = SHIFT 567
M [ 266 , OP_LNOT ] = SHIFT 139
M [ 266 , OP_MUL ] = SHIFT 140
M [ 266 , OP_NOT ] = SHIFT 141
M [ 266 , OP_SUB ] = SHIFT 142
M [ 266 , STR_LITERAL ] = SHIFT 568
M [ 266 , sizeof ] = SHIFT 569
M [ 267 , <cast-expr> ] = GOTO 609
M [ 267 , <constant> ] = GOTO 554
M [ 267 , <num-const> ] = GOTO 556
M [ 267 , <postfix-expr> ] = GOTO 557
M [ 267 , <prim-expr> ] = GOTO 558
M [ 267 , <unary-expr> ] = GOTO 559
M [ 267 , <unary-op> ] = GOTO 560
M [ 267 , CHAR_CONST ] = SHIFT 561
M [ 267 , DELIM_LPAR ] = SHIFT 562
M [ 267 , FLOAT_CONST ] = SHIFT 563
M [ 267 , IDENTIFIER ] = SHIFT 564
M [ 267 , INT_CONST ] = SHIFT 565
M [ 267 , OP_ADD ] = SHIFT 135
M [ 267 , OP_AND ] = SHIFT 136
M [ 267 , OP_DEC ] = SHIFT 566
M [ 267 , OP_INC ] = SHIFT 567
M [ 267 , OP_LNOT ] = SHIFT 139
M [ 267 , OP_MUL ] = SHIFT 140
M [ 267 , OP_NOT ] = SHIFT 141
M [ 267 , OP_SUB ] = SHIFT 142
M [ 267 , STR_LITERAL ] = SHIFT 568
M [ 267 , sizeof ] = SHIFT 569
M [ 268 , <cast-expr> ] = GOTO 610
M [ 268 , <constant> ] = GOTO 554
M [ 268 , <num-const> ] = GOTO 556
M [ 268 , <postfix-expr> ] = GOTO 557
M [ 268 , <prim-expr> ] = GOTO 558
M [ 268 , <unary-expr> ] = GOTO 559
M [ 268 , <unary-op> ] = GOTO 560
M [ 268 , CHAR_CONST ] = SHIFT 561
M [ 268 , DELIM_LPAR ] = SHIFT 562
M [ 268 , FLOAT_CONST ] = SHIFT 563
M [ 268 , IDENTIFIER ] = SHIFT 564
M [ 268 , INT_CONST ] = SHIFT 565
M [ 268 , OP_ADD ] = SHIFT 135
M [ 268 , OP_AND ] = SHIFT 136
M [ 268 , OP_DEC ] = SHIFT 566
M [ 268 , OP_INC ] = SHIFT 567
M [ 268 , OP_LNOT ] = SHIFT 139
M [ 268 , OP_MUL ] = SHIFT 140
M [ 268 , OP_NOT ] = SHIFT 141
M [ 268 , OP_SUB ] = SHIFT 142
M [ 268 , STR_LITERAL ] = SHIFT 568
M [ 268 , sizeof ] = SHIFT 569
M [ 269 , <cast-expr> ] = GOTO 611
M [ 269 , <constant> ] = GOTO 554
M [ 269 , <num-const> ] = GOTO 556
M [ 269 , <postfix-expr> ] = GOTO 557
M [ 269 , <prim-expr> ] = GOTO 558
M [ 269 , <unary-expr> ] = GOTO 559
M [ 269 , <unary-op> ] = GOTO 560
M [ 269 , CHAR_CONST ] = SHIFT 561
M [ 269 , DELIM_LPAR ] = SHIFT 562
M [ 269 , FLOAT_CONST ] = SHIFT 563
M [ 269 , IDENTIFIER ] = SHIFT 564
M [ 269 , INT_CONST ] = SHIFT 565
M [ 269 , OP_ADD ] = SHIFT 135
M [ 269 , OP_AND ] = SHIFT 136
M [ 269 , OP_DEC ] = SHIFT 566
M [ 269 , OP_INC ] = SHIFT 567
M [ 269 , OP_LNOT ] = SHIFT 139
M [ 269 , OP_MUL ] = SHIFT 140
M [ 269 , OP_NOT ] = SHIFT 141
M [ 269 , OP_SUB ] = SHIFT 142
M [ 269 , STR_LITERAL ] = SHIFT 568
M [ 269 , sizeof ] = SHIFT 569
M [ 270 , <additive-expr> ] = GOTO 299
M [ 270 , <and-expr> ] = GOTO 300
M [ 270 , <arg-expr-list> ] = GOTO 612
M [ 270 , <asn-expr> ] = GOTO 613
M [ 270 , <cast-expr> ] = GOTO 302
M [ 270 , <cond-expr> ] = GOTO 303
M [ 270 , <constant> ] = GOTO 304
M [ 270 , <eq-expr> ] = GOTO 306
M [ 270 , <exc-or-expr> ] = GOTO 307
M [ 270 , <inc-or-expr> ] = GOTO 309
M [ 270 , <land-expr> ] = GOTO 310
M [ 270 , <lor-expr> ] = GOTO 311
M [ 270 , <multiplicative-expr> ] = GOTO 312
M [ 270 , <num-const> ] = GOTO 313
M [ 270 , <postfix-expr> ] = GOTO 314
M [ 270 , <prim-expr> ] = GOTO 315
M [ 270 , <rel-expr> ] = GOTO 316
M [ 270 , <shift-expr> ] = GOTO 317
M [ 270 , <unary-expr> ] = GOTO 324
M [ 270 , <unary-op> ] = GOTO 325
M [ 270 , CHAR_CONST ] = SHIFT 326
M [ 270 , DELIM_LPAR ] = SHIFT 327
M [ 270 , DELIM_RPAR ] = SHIFT 614
M [ 270 , FLOAT_CONST ] = SHIFT 328
M [ 270 , IDENTIFIER ] = SHIFT 329
M [ 270 , INT_CONST ] = SHIFT 330
M [ 270 , OP_ADD ] = SHIFT 135
M [ 270 , OP_AND ] = SHIFT 136
M [ 270 , OP_DEC ] = SHIFT 331
M [ 270 , OP_INC ] = SHIFT 332
M [ 270 , OP_LNOT ] = SHIFT 139
M [ 270 , OP_MUL ] = SHIFT 140
M [ 270 , OP_NOT ] = SHIFT 141
M [ 270 , OP_SUB ] = SHIFT 142
M [ 270 , STR_LITERAL ] = SHIFT 333
M [ 270 , sizeof ] = SHIFT 343
M [ 271 , <additive-expr> ] = GOTO 615
M [ 271 , <and-expr> ] = GOTO 616
M [ 271 , <asn-expr> ] = GOTO 617
M [ 271 , <cast-expr> ] = GOTO 618
M [ 271 , <cond-expr> ] = GOTO 619
M [ 271 , <constant> ] = GOTO 620
M [ 271 , <eq-expr> ] = GOTO 621
M [ 271 , <exc-or-expr> ] = GOTO 622
M [ 271 , <expr> ] = GOTO 623
M [ 271 , <inc-or-expr> ] = GOTO 624
M [ 271 , <land-expr> ] = GOTO 625
M [ 271 , <lor-expr> ] = GOTO 626
M [ 271 , <multiplicative-expr> ] = GOTO 627
M [ 271 , <num-const> ] = GOTO 628
M [ 271 , <postfix-expr> ] = GOTO 629
M [ 271 , <prim-expr> ] = GOTO 630
M [ 271 , <rel-expr> ] = GOTO 631
M [ 271 , <shift-expr> ] = GOTO 632
M [ 271 , <unary-expr> ] = GOTO 633
M [ 271 , <unary-op> ] = GOTO 634
